op,ns,command,keysExamined,docsExamined,nMatched,nModified,nUpserted,keysInserted,keysDeleted,numYield,locks,flowControl,millis,planSummary,execStats.stage,execStats.executionTimeMillisEstimate,execStats.works,execStats.needTime,execStats.saveState,execStats.restoreState,execStats.nMatched,execStats.nWouldModify,execStats.nWouldUpsert
update,mydatabase.movies,"{""q"": {""runtime"": {""$exists"": true}}, ""u"": {""$inc"": {""runtime"": 5}}, ""multi"": true, ""upsert"": false}",42282,42282,20921,20921,0,20921,20921,50,"{""ParallelBatchWriterMode"": {""acquireCount"": {""r"": 51}}, ""FeatureCompatibilityVersion"": {""acquireCount"": {""r"": 1, ""w"": 51}}, ""ReplicationStateTransition"": {""acquireCount"": {""w"": 51}}, ""Global"": {""acquireCount"": {""r"": 1, ""w"": 51}}, ""Database"": {""acquireCount"": {""w"": 51}}, ""Collection"": {""acquireCount"": {""w"": 51}}}","{""acquireCount"": 51}",557,IXSCAN { runtime: 1 },UPDATE,366,42283,42282,50,50,20921,20921,0
