op,ns,command,keysExamined,docsExamined,nMatched,nModified,nUpserted,keysInserted,keysDeleted,numYield,locks,flowControl,millis,planSummary,execStats.stage,execStats.executionTimeMillisEstimate,execStats.works,execStats.needTime,execStats.saveState,execStats.restoreState,execStats.nMatched,execStats.nWouldModify,execStats.nWouldUpsert
update,test.movies,"{""q"": {""runtime"": {""$exists"": ""True""}}, ""u"": {""$inc"": {""runtime"": ""1""}}, ""multi"": ""True"", ""upsert"": ""False""}",0,1,1,1,0,0,0,0,"{""ParallelBatchWriterMode"": {""acquireCount"": {""r"": ""1""}}, ""FeatureCompatibilityVersion"": {""acquireCount"": {""r"": ""1"", ""w"": ""1""}}, ""ReplicationStateTransition"": {""acquireCount"": {""w"": ""1""}}, ""Global"": {""acquireCount"": {""r"": ""1"", ""w"": ""1""}}, ""Database"": {""acquireCount"": {""w"": ""1""}}, ""Collection"": {""acquireCount"": {""w"": ""1""}}}","{""acquireCount"": ""1""}",12,COLLSCAN,UPDATE,0,2,1,0,0,1,1,0
