op,ns,command,keysExamined,docsExamined,nMatched,nModified,nUpserted,keysInserted,keysDeleted,numYield,locks,flowControl,millis,planSummary,execStats.stage,execStats.executionTimeMillisEstimate,execStats.works,execStats.needTime,execStats.saveState,execStats.restoreState,execStats.nMatched,execStats.nWouldModify,execStats.nWouldUpsert
update,mydatabase.movies,"{""q"": {""runtime"": {""$exists"": true}}, ""u"": {""$inc"": {""runtime"": 6}}, ""multi"": true, ""upsert"": false}",42280,42280,20920,20920,0,20920,20920,42,"{""ParallelBatchWriterMode"": {""acquireCount"": {""r"": 43}}, ""FeatureCompatibilityVersion"": {""acquireCount"": {""r"": 1, ""w"": 43}}, ""ReplicationStateTransition"": {""acquireCount"": {""w"": 43}}, ""Global"": {""acquireCount"": {""r"": 1, ""w"": 43}}, ""Database"": {""acquireCount"": {""w"": 43}}, ""Collection"": {""acquireCount"": {""w"": 43}}}","{""acquireCount"": 43}",348,IXSCAN { runtime: 1 },UPDATE,153,42281,42280,42,42,20920,20920,0
